step,dev_machine,prod_machine,query_id,confidence,decision,predicted_p50,actual_p50,blind_error_pct,interval_component,hw_region_component,query_support_component,gated_error_pct,retrained_after_this_step
217,z1d,c5a,q14,1.0,predict,1.0290464707448193,0.5799405441858545,77.439994679013,,1.0,,77.439994679013,
218,z1d,m5a,q3,1.0,predict,0.7795695645339281,0.7985824475682919,2.3808290668369416,,1.0,,2.3808290668369416,
219,r5n,c5a,q8,1.0,predict,1.0922436768287376,0.4301234093240167,153.93727780250583,,1.0,,153.93727780250583,
220,c5a,z1d,q11,0.8082587527881575,predict,0.7754106940140567,0.8486989195706376,8.63536218399546,,0.8082587527881575,,8.63536218399546,
221,z1d,r5n,q12,1.0,predict,1.0398506562955503,1.2555675781860105,17.180829263058754,,1.0,,17.180829263058754,
222,c7i,c5a,q4,1.0,predict,0.9085028784580866,0.6606014133836239,37.52663255815676,,1.0,,37.52663255815676,
223,c5a,z1d,q18,0.8082587527881575,predict,1.1126401233304857,1.7668605266118578,37.027280502774545,,0.8082587527881575,,37.027280502774545,
224,z1d,m5a,q21,1.0,predict,0.8550405428269351,1.0608556998044414,19.400862625845,,1.0,,19.400862625845,
225,z1d,m5a,q12,1.0,predict,0.9412854688673087,0.892743108053928,5.4374388752434255,,1.0,,5.4374388752434255,
226,m5a,z1d,q17,0.8082587527881575,predict,1.0844642358321634,0.5424497431734304,99.91976205719058,,0.8082587527881575,,99.91976205719058,
227,z1d,c5a,q8,1.0,predict,0.8817060049390902,0.48749672490588414,80.86398531381148,,1.0,,80.86398531381148,
228,c7i,z1d,q9,0.8082587527881575,predict,1.17340622542793,1.0141223268193538,15.70657645494769,,0.8082587527881575,,15.70657645494769,
229,r5n,c5a,q19,1.0,predict,1.2619650203637673,0.5927755752092441,112.89086007268531,,1.0,,112.89086007268531,
230,z1d,c5a,q3,1.0,predict,0.941439769948084,0.5335928512713752,76.43410471203737,,1.0,,76.43410471203737,
231,z1d,r5n,q2,1.0,predict,0.918768811306146,1.2526960781585292,26.65668653990347,,1.0,,26.65668653990347,
232,c7i,z1d,q21,0.8082587527881575,predict,1.2209300438876667,1.0299551843233947,18.5420552729902,,0.8082587527881575,,18.5420552729902,
233,c5a,z1d,q20,0.8082587527881575,predict,0.8994100350962005,1.0711674672898546,16.034601258775627,,0.8082587527881575,,16.034601258775627,
234,z1d,c7i,q14,1.0,predict,0.82651998422248,0.9378714268019103,11.872783347194249,,1.0,,11.872783347194249,
235,c5a,c7i,q2,1.0,predict,0.549880193084543,0.9072700190347058,39.39178176860836,,1.0,,39.39178176860836,
236,c7i,z1d,q20,0.8082587527881575,predict,1.112185095440285,0.9950751723019651,11.768952376472496,,0.8082587527881575,,11.768952376472496,
237,z1d,c7i,q6,1.0,predict,0.7944107838204287,0.8419459156091469,5.645865239969309,,1.0,,5.645865239969309,
238,m5a,z1d,q2,0.8082587527881575,predict,0.7798694209764151,0.5432844143450004,43.547173521745236,,0.8082587527881575,,43.547173521745236,
239,c5a,z1d,q1,0.8082587527881575,predict,1.2036523852601746,1.8784096198437867,35.92173014103956,,0.8082587527881575,,35.92173014103956,
240,z1d,c5a,q22,1.0,predict,1.1223595392174162,0.6585859365137254,70.41960312100063,,1.0,,70.41960312100063,
241,r5n,c5a,q4,1.0,predict,1.2222290451806694,0.5074295590475973,140.8667416763601,,1.0,,140.8667416763601,
242,c5a,c7i,q10,1.0,predict,1.0370655987915016,1.5935790951846986,34.92223875644504,,1.0,,34.92223875644504,
243,c5a,r5n,q1,1.0,predict,0.8722918136871021,2.33413572085655,62.62891630967371,,1.0,,62.62891630967371,
244,c7i,z1d,q6,0.8082587527881575,predict,1.1668671171862215,1.187724747469677,1.7560996626441054,,0.8082587527881575,,1.7560996626441054,
245,c5a,c7i,q6,1.0,predict,1.0213162822359687,1.4758047072000664,30.7959733931439,,1.0,,30.7959733931439,
246,m5a,z1d,q9,0.8082587527881575,predict,1.3761215670389408,1.2038150115784125,14.31337487930178,,0.8082587527881575,,14.31337487930178,
247,z1d,r5n,q18,1.0,predict,1.0295836028240153,1.1487271627276978,10.371789208916368,,1.0,,10.371789208916368,
248,c5a,r5n,q20,1.0,predict,0.7582550251917057,1.2775183566307469,40.64625206705571,,1.0,,40.64625206705571,
249,c5a,z1d,q22,0.8082587527881575,predict,0.7984507232091937,1.518404728308618,47.41515826952117,,0.8082587527881575,,47.41515826952117,
250,z1d,m5a,q20,1.0,predict,0.8897755363257175,1.4053113350858668,36.684810396740254,,1.0,,36.684810396740254,
251,c5a,m5a,q8,1.0,predict,0.7505596040546106,1.4716817814085847,48.99987119931385,,1.0,,48.99987119931385,
252,z1d,c7i,q4,1.0,predict,0.791484463394442,0.8475496610639442,6.614974938356132,,1.0,,6.614974938356132,
253,z1d,c7i,q12,1.0,predict,0.7927193882585666,0.8363379174979187,5.215419309200543,,1.0,,5.215419309200543,
254,r5n,z1d,q8,0.8082587527881575,predict,0.9752808057629997,0.8823103568686664,10.537159421349973,,0.8082587527881575,,10.537159421349973,
255,c5a,z1d,q16,0.8082587527881575,predict,1.0214796716963412,1.4344658097719891,28.790239213947714,,0.8082587527881575,,28.790239213947714,
256,c5a,m5a,q2,1.0,predict,0.6208392912172153,1.616791609084509,61.600537278347275,,1.0,,61.600537278347275,
257,m5a,c5a,q12,1.0,predict,1.3384306769226786,0.6471794011604523,106.80983889826364,,1.0,,106.80983889826364,
258,c7i,z1d,q1,0.8082587527881575,predict,1.241041672919276,1.1759623207814798,5.5341358296708,,0.8082587527881575,,5.5341358296708,
259,z1d,c5a,q11,1.0,predict,1.197559489935211,1.1782741522823037,1.6367445229577453,,1.0,,1.6367445229577453,
260,c5a,r5n,q10,1.0,predict,0.8217209992627065,1.9595906630741389,58.066701646066285,,1.0,,58.066701646066285,
261,z1d,r5n,q1,1.0,predict,1.0419671301704696,1.2426127380303036,16.147074765858456,,1.0,,16.147074765858456,
262,m5a,z1d,q22,0.8082587527881575,predict,1.1013951441698895,1.0835980605249957,1.6424063767953938,,0.8082587527881575,,1.6424063767953938,
263,c5a,r5n,q4,1.0,predict,0.7425812365591641,1.9707168850725132,62.31923305757638,,1.0,,62.31923305757638,
264,c5a,m5a,q11,1.0,predict,0.8767408296563171,1.5568834938955154,43.68616321683758,,1.0,,43.68616321683758,
265,c5a,c7i,q4,1.0,predict,1.0470581008632391,1.5137721169531935,30.83119386749712,,1.0,,30.83119386749712,
266,c7i,z1d,q13,0.8082587527881575,predict,1.0847119783552042,0.7770753344366754,39.589037289614076,,0.8082587527881575,,39.589037289614076,
267,m5a,c5a,q20,1.0,predict,1.2973163727707426,0.6643089087695274,95.28811907305435,,1.0,,95.28811907305435,
268,r5n,z1d,q10,0.8082587527881575,predict,0.9784307633638911,0.8668517939216017,12.871746961208991,,0.8082587527881575,,12.871746961208991,
269,c5a,c7i,q5,1.0,predict,1.0772100374898335,2.1552155923344944,50.01845563287629,,1.0,,50.01845563287629,
270,z1d,c7i,q19,1.0,predict,0.7986688465807732,0.8942759809900325,10.691009983675823,,1.0,,10.691009983675823,
271,c7i,z1d,q14,0.8082587527881575,predict,1.1344252847433496,1.0662442328688324,6.394506040240847,,0.8082587527881575,,6.394506040240847,
272,r5n,z1d,q16,0.8082587527881575,predict,1.0700389035805986,0.784857193555319,36.33549037544486,,0.8082587527881575,,36.33549037544486,
273,c5a,m5a,q22,1.0,predict,0.7213183685973221,1.4012619472325016,48.52365968961556,,1.0,,48.52365968961556,
274,c5a,m5a,q3,1.0,predict,0.7049308451069458,1.4966138426808644,52.89828110608595,,1.0,,52.89828110608595,
275,r5n,c5a,q3,1.0,predict,1.1447893325439964,0.45683127446685395,150.59346776991694,,1.0,,150.59346776991694,
276,c5a,r5n,q17,1.0,predict,0.7181505648090927,1.0795358583805086,33.475987922583386,,1.0,,33.475987922583386,
277,c5a,c7i,q16,1.0,predict,0.9511710434187869,1.2926675043309197,26.41796593230602,,1.0,,26.41796593230602,
278,c7i,c5a,q7,1.0,predict,1.0946141717006983,0.9148791222008298,19.645770150213785,,1.0,,19.645770150213785,
279,r5n,c5a,q17,1.0,predict,1.3658557314372428,0.9263240236412098,47.44902394610414,,1.0,,47.44902394610414,
280,m5a,c5a,q22,1.0,predict,1.2585573918407078,0.7136424434953109,76.35685815945689,,1.0,,76.35685815945689,
281,z1d,r5n,q19,1.0,predict,1.0506793355733783,1.2411574210371368,15.346811148628595,,1.0,,15.346811148628595,
282,c5a,m5a,q9,1.0,predict,0.7147009387394029,1.4895642128233104,52.01946095463966,,1.0,,52.01946095463966,
283,c5a,m5a,q10,1.0,predict,0.7123315566019826,1.4714202588015834,51.58884402052818,,1.0,,51.58884402052818,
284,z1d,r5n,q11,1.0,predict,0.9442814236481955,1.4130835063134881,33.17582298361994,,1.0,,33.17582298361994,
285,m5a,z1d,q5,0.8082587527881575,predict,1.38814922877432,1.4621879659795134,5.063558101136139,,0.8082587527881575,,5.063558101136139,
286,c7i,z1d,q18,0.8082587527881575,predict,1.2266299212706862,1.163153911544601,5.457232193957261,,0.8082587527881575,,5.457232193957261,
287,z1d,c7i,q16,1.0,predict,0.8119254043097037,0.9011490518107166,9.901097639922279,,1.0,,9.901097639922279,
288,c5a,c7i,q3,1.0,predict,1.0211312051536912,1.754310517241556,41.79301810495338,,1.0,,41.79301810495338,
289,m5a,c5a,q4,1.0,predict,1.237398838102801,0.7062603166162607,75.20435581475958,,1.0,,75.20435581475958,
290,r5n,z1d,q14,0.8082587527881575,predict,1.0648708163269982,0.8592485197094173,23.930480169709078,,0.8082587527881575,,23.930480169709078,
291,c5a,m5a,q4,1.0,predict,0.7084062339900044,1.4159085205170034,49.96807888892867,,1.0,,49.96807888892867,
292,c7i,c5a,q22,1.0,predict,1.0385330495805167,0.7640468179802525,35.925315718984976,,1.0,,35.925315718984976,
293,m5a,c5a,q2,1.0,predict,1.0580244194407595,0.6185089002077636,71.06050035583289,,1.0,,71.06050035583289,
